,Qualification,Experience,Rating,Place,Profile,Fees
2961,MBBS,43,0,Mumbai,Unknown,200
2962,"MD,BDS,MDS",19,98,Bangalore,Unknown,300
2963,BAMS,17,0,Mumbai,Unknown,100
2964,BHMS,11,0,Delhi,Unknown,300
2965,MBBS,23,95,Bangalore,Unknown,750
2966,BHMS,0,0,Mumbai,Unknown,200
2967,BDS,17,0,Coimbatore,Unknown,100
2968,BHMS,20,0,Hyderabad,Unknown,300
2969,BAMS,35,0,Mumbai,Unknown,100
2970,MBBS,35,0,Mumbai,Unknown,300
2971,BDS,17,86,Bangalore,Unknown,300
2972,"MBBS,DNB",7,0,Bangalore,Unknown,500
2973,M.D.,4,0,Bangalore,Unknown,200
2974,"MD,MBBS",40,91,Delhi,Unknown,500
2975,BDS,11,0,Delhi,Dentist,250
2976,MBBS,9,99,Chennai,Unknown,200
2977,BAMS,18,0,Mumbai,Unknown,50
2978,BDS,15,99,Bangalore,Unknown,100
2979,BHMS,24,0,Delhi,Unknown,400
2980,BDS,5,0,Mumbai,Unknown,200
2981,BDS,12,0,Delhi,Unknown,250
2982,"DDVL,DDV",6,0,Hyderabad,Unknown,400
2983,"MD,BDS,MDS",25,98,Hyderabad,Dentist,300
2984,"MBBS,DNB,DLO",37,98,Delhi,Unknown,100
2985,MBBS,23,96,Coimbatore,Unknown,250
2986,BHMS,18,0,Mumbai,Unknown,250
2987,BAMS,14,0,Bangalore,Unknown,200
2988,BAMS,39,0,Hyderabad,Unknown,50
2989,"MD,MBBS",38,67,Bangalore,Unknown,350
2990,"MD,BDS,MDS",17,97,Bangalore,Unknown,400
2991,MD,30,0,Delhi,Unknown,100
2992,"MD,BDS,MDS",15,100,Hyderabad,Unknown,200
2993,MBBS,11,93,Hyderabad,Unknown,300
2994,"MD,BDS,MDS",14,100,Bangalore,Unknown,250
2995,"MD,MBBS,DDV",25,95,Chennai,Unknown,500
2996,MBBS,18,95,Bangalore,Unknown,450
2997,MBBS,3,0,Thiruvananthapuram,Unknown,350
2998,"MD,MBBS",37,0,Hyderabad,Unknown,150
2999,"MD,MBBS",23,0,Mumbai,Unknown,600
3000,"MBBS,DDVL,DDV",8,98,Hyderabad,Unknown,450
3001,"MD,BHMS",18,98,Hyderabad,Unknown,100
3002,"MBBS,DLO",28,0,Coimbatore,Unknown,250
3003,MD,7,98,Coimbatore,Unknown,200
3004,"MD,MBBS",7,100,Mumbai,Unknown,800
3005,BAMS,11,0,Mumbai,Unknown,100
3006,"MD,MBBS",5,100,Delhi,Unknown,500
3007,"MD,MBBS",36,0,Chennai,Unknown,100
3008,"MD,MBBS",13,93,Hyderabad,Unknown,500
3009,"MBBS,DDVL,DDV",15,90,Mumbai,Unknown,700
3010,BAMS,8,0,Bangalore,Unknown,250
3011,MBBS,2,100,Bangalore,Unknown,100
3012,MBBS,23,0,Mumbai,Unknown,500
3013,"MD,BDS,MDS",12,0,Bangalore,Unknown,200
3014,"MD,BDS,MDS",21,96,Bangalore,Unknown,200
3015,BHMS,19,0,Delhi,Unknown,700
3016,BHMS,19,100,Bangalore,Unknown,100
3017,BAMS,7,0,Delhi,Unknown,200
3018,"MD,MBBS",32,95,Delhi,Unknown,100
3019,MBBS,21,0,Hyderabad,Unknown,150
3020,"MD,BDS,MDS",3,0,Delhi,Unknown,200
3021,"MD,MBBS",12,99,Coimbatore,Unknown,250
3022,"MBBS,DDVL,DDV",9,0,Hyderabad,Unknown,400
3023,BAMS,19,0,Mumbai,Unknown,60
3024,"MD,BHMS",27,0,Mumbai,Unknown,100
3025,"MD,MBBS",18,81,Bangalore,Unknown,400
3026,MS,3,0,Hyderabad,Unknown,200
3027,MBBS,34,0,Mumbai,Unknown,500
3028,"MD,MBBS",6,97,Bangalore,Unknown,350
3029,"MD,MBBS,DNB",6,100,Delhi,Unknown,100
3030,"MD,BAMS",12,0,Hyderabad,Unknown,100
3031,BHMS,7,0,Bangalore,Unknown,100
3032,"MBBS,DDV",26,84,Bangalore,Unknown,400
3033,MBBS,18,0,Hyderabad,Unknown,500
3034,MBBS,11,97,Delhi,Unknown,700
3035,MBBS,45,93,Mumbai,Unknown,100
3036,BDS,15,100,Ernakulam,Unknown,100
3037,MBBS,14,98,Hyderabad,Unknown,250
3038,"MD,BHMS",28,0,Bangalore,Unknown,100
3039,BAMS,24,0,Delhi,Unknown,150
3040,"MD,BHMS",14,96,Bangalore,Unknown,500
3041,"MBBS,DLO",13,0,Delhi,Unknown,500
3042,"MD,MBBS",11,0,Chennai,Unknown,100
3043,"MD,MDS",12,99,Hyderabad,Unknown,300
3044,BDS,5,0,Thiruvananthapuram,Unknown,100
3045,BHMS,8,0,Delhi,Unknown,300
3046,BDS,29,97,Mumbai,Unknown,200
3047,"MD,BDS,MDS",31,99,Bangalore,Unknown,200
3048,BDS,2,0,Mumbai,Unknown,100
3049,"MD,BDS,MDS",9,0,Bangalore,Unknown,100
3050,BDS,11,98,Delhi,Unknown,200
3051,"MBBS,DLO",17,0,Mumbai,Unknown,100
3052,"MD,MBBS",6,0,Hyderabad,Unknown,200
3053,BDS,14,97,Bangalore,Dentist,300
3054,"BDS,PhD",8,91,Ernakulam,Unknown,200
3055,MBBS,10,0,Mumbai,Unknown,500
3056,"MD,MBBS,DNB",11,99,Delhi,Unknown,400
3057,MBBS,20,0,Hyderabad,Unknown,250
3058,BDS,9,0,Mumbai,Dentist,300
3059,"MD,BDS,MDS",14,98,Hyderabad,Unknown,200
3060,"MD,MBBS",29,0,Delhi,Unknown,100
3061,"MD,MBBS",27,100,Chennai,Unknown,500
3062,BHMS,3,0,Hyderabad,Unknown,300
3063,BDS,30,100,Mumbai,Unknown,200
3064,"MD,BHMS",12,86,Bangalore,Unknown,100
3065,MBBS,10,99,Bangalore,Unknown,400
3066,BHMS,4,0,Bangalore,Unknown,350
3067,"MD,MBBS",34,0,Chennai,Unknown,600
3068,MBBS,25,97,Chennai,Unknown,500
3069,MBBS,40,0,Bangalore,Unknown,300
3070,"MD,MBBS,DDVL,DDV",14,96,Chennai,Unknown,450
3071,"MBBS,DDVL,DDV",13,93,Hyderabad,Unknown,300
3072,BDS,12,98,Bangalore,Unknown,150
3073,"MD,MBBS",27,83,Mumbai,Unknown,800
3074,"MBBS,DDV",31,90,Mumbai,Unknown,100
3075,"MBBS,DDVL,DDV",9,93,Hyderabad,Unknown,300
3076,"MD,MBBS,DNB",19,100,Bangalore,Unknown,500
3077,BAMS,6,0,Chennai,Unknown,500
3078,"MBBS,Diploma in Dermatology",22,0,Hyderabad,Unknown,500
3079,MBBS,24,0,Chennai,Unknown,800
3080,BAMS,18,0,Mumbai,Unknown,60
3081,BDS,17,96,Coimbatore,Unknown,100
3082,"MD,BHMS",14,0,Chennai,Unknown,200
3083,"MBBS,DNB,DLO",35,91,Chennai,Unknown,650
3084,MS,29,88,Delhi,Unknown,500
3085,"MD,MBBS",12,81,Bangalore,Unknown,300
3086,MBBS,25,82,Delhi,Unknown,100
3087,"MD,MBBS",30,0,Mumbai,Unknown,500
3088,"MD,MBBS,DNB",0,0,Delhi,Unknown,500
3089,"MD,BDS,MDS",7,0,Thiruvananthapuram,Unknown,150
3090,BDS,11,0,Delhi,Unknown,200
3091,"MD,MBBS",9,75,Delhi,Unknown,800
3092,"MD,BDS,MDS",10,99,Chennai,Unknown,100
3093,"MD,BDS,MDS",17,100,Chennai,Unknown,100
3094,"MD,MBBS",13,98,Bangalore,Unknown,500
3095,BHMS,8,0,Chennai,Unknown,200
3096,MBBS,16,0,Bangalore,Unknown,200
3097,Get inspired by remarkable stories of people like you,0,0,Unknown,Unknown,100
3098,"MD,BDS,MDS",24,92,Hyderabad,Unknown,100
3099,BHMS,22,93,Mumbai,Unknown,100
3100,"MD,BHMS",12,0,Delhi,Unknown,500
3101,BHMS,11,0,Delhi,Unknown,600
3102,BHMS,5,0,Delhi,Unknown,450
3103,"MBBS,DDV,DNB",22,86,Bangalore,Unknown,500
3104,"MD,BAMS",13,100,Bangalore,Unknown,250
3105,"MD,BDS,MDS",10,98,Mumbai,Unknown,100
3106,MBBS,8,0,Coimbatore,Unknown,100
3107,"MD,BAMS",7,0,Thiruvananthapuram,Unknown,300
3108,MBBS,33,0,Delhi,Unknown,800
3109,MBBS,21,93,Delhi,Unknown,500
3110,MBBS,43,0,Bangalore,Unknown,300
3111,"MD,MBBS,DNB",16,97,Mumbai,Unknown,100
3112,MBBS,12,92,Delhi,Unknown,450
3113,BAMS,25,0,Mumbai,Unknown,100
3114,"MBBS,BDS",31,0,Coimbatore,Unknown,200
3115,"MD,BDS,MDS,PhD",14,96,Bangalore,Unknown,200
3116,"MD,BAMS",16,0,Bangalore,Unknown,150
3117,"MD,MBBS",32,0,Mumbai,Unknown,100
3118,"MBBS,DLO",23,75,Bangalore,Unknown,350
3119,"MD,BDS,MDS",11,99,Mumbai,Unknown,100
3120,"MD,MBBS",18,97,Bangalore,Unknown,350
3121,BHMS,19,0,Hyderabad,Unknown,100
3122,BHMS,19,0,Bangalore,Unknown,250
3123,MBBS,0,0,Coimbatore,Unknown,100
3124,MBBS,38,48,Delhi,Unknown,800
3125,BHMS,18,0,Delhi,Unknown,400
3126,"MBBS,DDVL,DDV",10,0,Coimbatore,Unknown,150
3127,MBBS,37,0,Mumbai,Unknown,200
3128,"MD,BHMS",23,0,Delhi,Unknown,300
3129,MBBS,42,83,Hyderabad,Unknown,200
3130,BDS,5,0,Ernakulam,Unknown,100
3131,BHMS,2,0,Chennai,Unknown,150
3132,"MD,BHMS",24,96,Ernakulam,Unknown,300
3133,MBBS,10,0,Delhi,Unknown,800
3134,BDS,7,100,Bangalore,Unknown,100
3135,"MBBS,DLO",22,90,Mumbai,Unknown,800
3136,BHMS,14,0,Delhi,Unknown,450
3137,"MD,BHMS",12,0,Mumbai,Unknown,800
3138,BDS,8,100,Coimbatore,Unknown,200
3139,BHMS,5,100,Bangalore,Unknown,100
3140,BAMS,6,0,Hyderabad,Unknown,200
3141,"MD,MBBS",9,90,Chennai,Unknown,200
3142,"MBBS,DLO",48,60,Chennai,Unknown,150
3143,"MD,MBBS",27,0,Hyderabad,Unknown,300
3144,BHMS,10,92,Delhi,Unknown,350
3145,"MD,MBBS",14,0,Bangalore,Unknown,300
3146,BDS,13,99,Bangalore,Dentist,400
3147,"MD,BDS,MDS",11,100,Chennai,Unknown,100
3148,"MD,BDS,MDS",10,100,Mumbai,Dentist,300
3149,BAMS,16,0,Mumbai,Unknown,500
3150,"MD,BHMS",12,0,Mumbai,Unknown,450
3151,BHMS,4,0,Ernakulam,Unknown,150
3152,BDS,5,0,Bangalore,Dentist,100
3153,BAMS,5,0,Thiruvananthapuram,Unknown,100
3154,"MD,MBBS",17,0,Mumbai,Unknown,400
3155,BHMS,6,0,Mumbai,Unknown,400
3156,MBBS,19,0,Coimbatore,Unknown,150
3157,MBBS,46,0,Mumbai,Unknown,100
3158,"MD,BHMS",14,0,Delhi,Unknown,500
3159,"MD,BDS,MDS",16,100,Mumbai,Unknown,500
3160,"MD,BHMS",6,0,Hyderabad,Unknown,250
3161,BHMS,6,0,Bangalore,Unknown,100
3162,MBBS,14,0,Bangalore,Unknown,700
3163,"MD,BDS,MDS",9,98,Bangalore,Unknown,200
3164,BAMS,10,0,Hyderabad,Unknown,250
3165,BDS,26,0,Thiruvananthapuram,Unknown,100
3166,BHMS,7,0,Delhi,Unknown,300
3167,"MD,BDS,MDS",20,98,Bangalore,Unknown,100
3168,"MD,BAMS",21,85,Hyderabad,Unknown,500
3169,BDS,24,0,Coimbatore,Unknown,100
3170,"MD,BDS,MDS",9,99,Hyderabad,Unknown,200
3171,MBBS,17,0,Hyderabad,Unknown,150
3172,"MD,MBBS",39,0,Thiruvananthapuram,Unknown,200
3173,"MD,MDS",21,93,Bangalore,Dentist,200
3174,BAMS,20,0,Mumbai,Unknown,100
3175,BHMS,0,0,Delhi,Unknown,200
3176,BDS,9,99,Mumbai,Unknown,300
3177,"MD,BDS,MDS",15,98,Bangalore,Unknown,300
3178,MBBS,56,0,Coimbatore,Unknown,200
3179,"MBBS,DNB,DLO",19,98,Delhi,Unknown,800
3180,MBBS,21,0,Chennai,Unknown,600
3181,BDS,23,99,Chennai,Unknown,100
3182,"MD,MBBS",6,0,Delhi,Unknown,800
3183,"MBBS,DDVL,DDV,DNB",18,98,Mumbai,Unknown,500
3184,BHMS,3,0,Mumbai,Unknown,750
3185,"MBBS,DDVL,DDV",21,0,Bangalore,Unknown,200
3186,"MD,MBBS,DNB",42,96,Delhi,Unknown,100
3187,BAMS,9,0,Bangalore,Unknown,100
3188,BHMS,16,0,Mumbai,Unknown,600
3189,"MBBS,DDVL,DDV,DNB",19,95,Mumbai,Unknown,500
3190,"BDS,PhD",9,100,Chennai,Unknown,100
3191,"MD,BDS,MDS",10,100,Delhi,Unknown,300
3192,"MD,MBBS",12,98,Bangalore,Unknown,400
3193,BAMS,6,100,Bangalore,Unknown,300
3194,BDS,17,100,Hyderabad,Unknown,200
3195,"MD,MBBS,DDVL,DDV,DNB",10,0,Mumbai,Unknown,500
3196,"MD,MBBS",13,0,Delhi,Unknown,100
3197,MBBS,38,0,Chennai,Unknown,100
3198,BHMS,14,100,Bangalore,Unknown,500
3199,MS,38,0,Delhi,Unknown,500
3200,"MBBS,DNB",13,0,Bangalore,Unknown,350
3201,"MD,BDS,MDS",21,97,Delhi,Unknown,500
3202,"MBBS,DNB,DLO",20,0,Ernakulam,Unknown,250
3203,"MBBS,DNB,DLO",13,97,Bangalore,Unknown,400
3204,"MD,MBBS",36,91,Delhi,Unknown,500
3205,"MD,BHMS",19,0,Chennai,Unknown,500
3206,"MD,BHMS",6,0,Chennai,Unknown,300
3207,"MD,BDS,MDS",16,0,Thiruvananthapuram,Unknown,200
3208,"MD,BDS,MDS",12,100,Hyderabad,Unknown,300
3209,BHMS,7,0,Delhi,Unknown,200
3210,BHMS,5,94,Bangalore,Unknown,500
3211,"MBBS,DDVL,DDV",6,0,Hyderabad,Unknown,300
3212,"MD,MBBS",11,0,Bangalore,Unknown,500
3213,"MD,MBBS",38,0,Thiruvananthapuram,Unknown,200
3214,MBBS,40,0,Chennai,Unknown,200
3215,BHMS,12,0,Mumbai,Unknown,500
3216,"MD,BAMS",5,0,Bangalore,Ayurveda,200
3217,"MBBS,DNB",22,0,Delhi,Unknown,100
3218,"MD,BHMS",10,100,Mumbai,Unknown,100
3219,"MBBS,DLO",12,0,Chennai,Unknown,500
3220,"MBBS,DDV",33,73,Bangalore,Unknown,400
3221,MBBS,18,89,Delhi,Unknown,400
3222,MBBS,12,81,Chennai,Unknown,200
3223,"MBBS,DLO",22,0,Chennai,Unknown,500
3224,"MD,MBBS",13,98,Bangalore,Unknown,400
3225,BAMS,13,0,Hyderabad,Unknown,350
3226,Get inspired by remarkable stories of people like you,0,0,Unknown,Unknown,100
3227,"MD,BDS,MDS",15,99,Bangalore,Unknown,300
3228,MD,48,0,Delhi,Unknown,100
3229,"MD,MBBS",16,99,Delhi,Unknown,100
3230,"MD,BDS,MDS",19,97,Chennai,Unknown,200
3231,"MBBS,DNB,DLO",20,0,Delhi,Unknown,100
3232,MBBS,48,0,Bangalore,Unknown,50
3233,"MD,BHMS",11,0,Delhi,Unknown,200
3234,"MD,MBBS",39,0,Mumbai,Unknown,100
3235,BHMS,9,100,Mumbai,Unknown,100
3236,"MD,BDS,MDS",8,0,Ernakulam,Unknown,200
3237,BHMS,11,0,Mumbai,Unknown,800
3238,MBBS,23,89,Bangalore,Unknown,500
3239,MBBS,43,0,Mumbai,Unknown,200
3240,"MD,BDS,MDS",10,0,Thiruvananthapuram,Unknown,100
3241,BAMS,35,97,Chennai,Unknown,500
3242,"MBBS,Diploma in Dermatology",21,0,Mumbai,Unknown,400
3243,MBBS,34,0,Coimbatore,Unknown,200
3244,BHMS,5,88,Delhi,Unknown,500
3245,"MBBS,BHMS",18,0,Delhi,Unknown,100
3246,"MBBS,DLO",34,0,Chennai,Unknown,250
3247,BHMS,29,0,Ernakulam,Unknown,200
3248,"MD,MDS",11,0,Ernakulam,Unknown,100
3249,"MBBS,DLO",32,0,Chennai,Unknown,350
3250,"MD,BDS,MDS",24,0,Delhi,Unknown,500
3251,BAMS,27,0,Mumbai,Unknown,50
3252,"MD,BAMS",10,67,Mumbai,Unknown,500
3253,MBBS,15,97,Delhi,Unknown,600
3254,"MD,BDS,MDS",41,0,Mumbai,Unknown,800
3255,BAMS,6,0,Bangalore,Unknown,200
3256,MBBS,46,96,Hyderabad,Unknown,100
3257,"MD,BDS,MDS",5,100,Chennai,Dentist,500
3258,BHMS,18,100,Bangalore,Unknown,250
3259,BHMS,12,0,Coimbatore,Unknown,500
3260,"MBBS,DLO",33,93,Delhi,Unknown,500
3261,MD,21,0,Bangalore,Unknown,100
3262,BDS,6,0,Delhi,Unknown,200
3263,BHMS,5,0,Mumbai,Unknown,450
3264,"MD,BAMS",10,0,Mumbai,Unknown,500
3265,"MD,MBBS",2,0,Hyderabad,Unknown,500
3266,"MD,MBBS,Diploma in Dermatology",45,0,Mumbai,Unknown,100
3267,MBBS,20,0,Mumbai,Unknown,250
3268,"MBBS,DNB",10,71,Bangalore,Unknown,700
3269,"MD,BDS,MDS",14,0,Chennai,Unknown,500
3270,"MBBS,DLO",32,0,Bangalore,Unknown,180
3271,"MBBS,DDVL,DDV",9,0,Bangalore,Unknown,300
3272,"MD,MBBS,Diploma in Dermatology",30,0,Chennai,Unknown,300
3273,MBBS,12,96,Hyderabad,Unknown,300
3274,"MD,BAMS",14,0,Mumbai,Unknown,200
3275,BHMS,3,0,Chennai,Unknown,200
3276,"MD,BHMS",5,0,Mumbai,Unknown,100
3277,MBBS,9,95,Chennai,Unknown,300
3278,"MD,MBBS",6,0,Hyderabad,Unknown,250
3279,"MD,BDS,MDS",16,97,Hyderabad,Dentist,500
3280,"BDS,PhD",35,98,Bangalore,Dentist,300
3281,BHMS,17,0,Mumbai,Unknown,500
3282,"MD,BDS,MDS",11,96,Delhi,Unknown,300
3283,"MD,MBBS",16,0,Hyderabad,Unknown,250
3284,MBBS,9,97,Chennai,Unknown,700
3285,"MBBS,DNB",8,0,Delhi,Unknown,500
3286,"MBBS,DNB",32,100,Chennai,Unknown,250
3287,MBBS,15,0,Ernakulam,Unknown,200
3288,BHMS,3,100,Delhi,Unknown,300
3289,BDS,34,0,Coimbatore,Unknown,100
3290,BDS,6,0,Hyderabad,Unknown,200
3291,BHMS,4,0,Delhi,Unknown,50
3292,MBBS,15,97,Bangalore,Unknown,350
3293,"MD,MBBS",6,79,Hyderabad,Unknown,600
3294,"MD,BDS,MDS",16,99,Bangalore,Dentist,300
3295,"MD,MBBS",26,0,Mumbai,Unknown,100
3296,BHMS,33,93,Mumbai,Unknown,500
3297,MBBS,21,0,Delhi,Unknown,700
3298,"MD,BAMS",17,0,Hyderabad,Unknown,100
3299,BDS,2,0,Chennai,Unknown,200
3300,BDS,4,0,Thiruvananthapuram,Unknown,150
3301,BDS,3,0,Ernakulam,Unknown,10
3302,"MBBS,DNB",29,0,Delhi,Unknown,100
3303,MBBS,26,0,Mumbai,Unknown,200
3304,BHMS,17,0,Bangalore,Unknown,400
3305,MBBS,9,0,Bangalore,Unknown,300
3306,MBBS,36,0,Mumbai,Unknown,150
3307,"MBBS,DNB",15,0,Chennai,Unknown,400
3308,BAMS,7,100,Bangalore,Unknown,200
3309,BAMS,5,0,Ernakulam,Unknown,200
3310,"MD,BDS,MDS",16,98,Bangalore,Dentist,200
3311,BDS,10,99,Mumbai,Unknown,300
3312,"MD,BHMS",19,100,Mumbai,Unknown,100
3313,"MD,MBBS",15,81,Delhi,Unknown,400
3314,"MD,BDS,MDS",20,97,Bangalore,Unknown,250
3315,BAMS,28,0,Mumbai,Unknown,300
3316,"MD,MBBS",19,83,Bangalore,Unknown,400
3317,BHMS,13,100,Mumbai,Unknown,500
3318,"MBBS,DDV",5,0,Mumbai,Unknown,500
3319,BAMS,20,0,Mumbai,Unknown,50
3320,BDS,9,0,Chennai,Unknown,150
3321,"MD,BHMS",12,96,Bangalore,Unknown,600
3322,"MBBS,DNB,DLO",18,90,Mumbai,Unknown,100
3323,"MD,BDS,MDS",11,0,Hyderabad,Unknown,250
3324,BAMS,14,0,Mumbai,Unknown,100
3325,"MD,BDS,MDS",19,99,Bangalore,Unknown,500
3326,BAMS,18,0,Mumbai,Unknown,60
3327,MBBS,25,0,Bangalore,Unknown,350
3328,MBBS,12,0,Hyderabad,Unknown,500
3329,"MD,BDS,MDS",18,98,Delhi,Unknown,500
3330,"MD,MBBS",14,98,Delhi,Unknown,700
3331,MBBS,19,76,Hyderabad,Unknown,300
3332,BAMS,6,94,Hyderabad,Unknown,150
3333,"MD,BAMS",12,100,Bangalore,Unknown,200
3334,BAMS,30,0,Hyderabad,Unknown,100
3335,BDS,5,100,Bangalore,Unknown,200
3336,"MD,BDS,MDS",14,99,Delhi,Unknown,300
3337,"MD,MBBS",14,94,Hyderabad,Unknown,800
3338,BAMS,11,90,Delhi,Unknown,500
3339,BDS,6,93,Chennai,Unknown,150
3340,MBBS,18,99,Hyderabad,Unknown,500
3341,BDS,19,0,Mumbai,Unknown,200
3342,"MD,MBBS",0,81,Mumbai,Unknown,100
3343,MS,4,0,Bangalore,Unknown,400
3344,BHMS,28,0,Hyderabad,Unknown,100
3345,"MD,MBBS",28,0,Mumbai,Unknown,100
3346,BDS,19,97,Coimbatore,Unknown,150
3347,"MD,BDS,MDS",10,100,Hyderabad,Unknown,200
3348,MBBS,7,91,Mumbai,Unknown,500
3349,"MD,BDS,MDS",8,0,Chennai,Unknown,250
3350,BDS,4,100,Chennai,Dentist,200
3351,"MD,BDS,MDS",10,97,Mumbai,Unknown,300
3352,"MD,MBBS",18,89,Coimbatore,Unknown,250
3353,"MD,MBBS",4,0,Hyderabad,Unknown,300
3354,"MBBS,DNB,DLO",13,0,Chennai,Unknown,300
3355,MBBS,24,92,Mumbai,Unknown,100
3356,"MD,BDS,MDS",11,95,Coimbatore,Dentist,150
3357,"MBBS,DDVL,DDV",8,98,Hyderabad,Unknown,300
3358,"MBBS,DDVL,DDV",14,88,Hyderabad,Unknown,300
3359,"MD,BDS,MDS",22,95,Delhi,Unknown,400
3360,BAMS,9,96,Delhi,Unknown,500
3361,BDS,5,100,Bangalore,Unknown,200
3362,"MBBS,DDV",13,100,Bangalore,Unknown,300
3363,"MD,BHMS",18,95,Mumbai,Unknown,920
3364,"MBBS,DLO",22,0,Delhi,Unknown,300
3365,MBBS,12,77,Bangalore,Unknown,600
3366,"MD,MBBS",12,92,Bangalore,Unknown,500
3367,BHMS,21,95,Hyderabad,Unknown,300
3368,"MD,MBBS",13,95,Delhi,Unknown,500
3369,"MD,MBBS",12,97,Bangalore,Unknown,300
3370,"MD,BDS,MDS",7,93,Bangalore,Unknown,200
3371,"MD,MBBS",6,0,Delhi,Unknown,500
3372,"MD,MBBS",38,0,Delhi,Unknown,300
3373,MBBS,46,0,Hyderabad,Unknown,100
3374,"MD,BDS,MDS",13,96,Delhi,Unknown,300
3375,"MD,BAMS",18,0,Mumbai,Unknown,200
3376,"MD,MBBS",39,0,Coimbatore,Unknown,250
3377,"MD,MBBS",8,0,Chennai,Unknown,200
3378,"MD,BDS,MDS",12,100,Delhi,Unknown,450
3379,"MD,MBBS,DNB",9,92,Mumbai,Unknown,500
3380,BHMS,10,0,Bangalore,Unknown,100
3381,"MD,MBBS",43,0,Delhi,Unknown,100
3382,MBBS,12,97,Delhi,Unknown,100
3383,BHMS,10,0,Mumbai,Unknown,100
3384,BHMS,10,0,Delhi,Unknown,250
3385,BDS,8,100,Mumbai,Unknown,200
3386,"MD,MBBS",17,0,Bangalore,Unknown,500
3387,BHMS,16,96,Delhi,Unknown,500
3388,"MD,MBBS",10,99,Hyderabad,Unknown,600
3389,BDS,19,98,Delhi,Unknown,300
3390,"MBBS,DNB",9,100,Mumbai,Unknown,600
3391,"MD,MBBS",12,96,Hyderabad,Unknown,450
3392,"MD,BAMS",15,0,Bangalore,Unknown,150
3393,MBBS,6,0,Coimbatore,Unknown,100
3394,BHMS,4,95,Bangalore,Unknown,500
3395,"MD,MBBS",13,87,Bangalore,Unknown,400
3396,BHMS,23,0,Mumbai,Unknown,500
3397,"MD,BHMS",9,0,Mumbai,Unknown,750
3398,"MD,BDS,MDS",11,0,Chennai,Dentist,150
3399,"MD,MBBS",12,100,Delhi,Unknown,100
3400,BDS,7,92,Coimbatore,Unknown,100
3401,"MD,BDS,MDS",19,97,Bangalore,Dentist,100
3402,BHMS,11,94,Chennai,Unknown,200
3403,"MBBS,DNB",13,0,Bangalore,Unknown,600
3404,"MD,BDS,MDS",9,100,Delhi,Unknown,500
3405,BAMS,18,0,Bangalore,Unknown,100
3406,BDS,18,99,Mumbai,Unknown,200
3407,"MD,BDS,MDS",20,0,Chennai,Dentist,100
3408,"MD,MBBS",38,0,Hyderabad,Unknown,100
3409,"MD,MBBS",7,97,Hyderabad,Unknown,400
3410,MBBS,17,0,Chennai,Unknown,250
3411,"MD,BAMS",29,0,Delhi,Unknown,100
3412,"MD,BDS,MDS",32,98,Delhi,Unknown,600
3413,"MD,MBBS",22,89,Bangalore,Unknown,300
3414,BDS,7,98,Mumbai,Dentist,300
3415,BHMS,16,0,Mumbai,Unknown,50
3416,Get inspired by remarkable stories of people like you,0,0,Unknown,Unknown,100
3417,"MD,MBBS",25,85,Hyderabad,Unknown,300
3418,"MD,MBBS",14,0,Bangalore,Unknown,250
3419,MS,47,0,Mumbai,Unknown,500
3420,"MD,BDS,MDS",23,0,Hyderabad,Unknown,200
3421,"MD,MBBS,DDV",15,97,Mumbai,Unknown,800
3422,MBBS,5,0,Hyderabad,Unknown,100
3423,"MBBS,DNB",21,0,Delhi,Unknown,500
3424,"MBBS,DNB",18,98,Mumbai,Unknown,500
3425,"MD,MBBS,DNB",29,0,Chennai,Unknown,300
3426,BDS,29,95,Mumbai,Dentist,300
3427,BAMS,26,0,Mumbai,Unknown,100
3428,BDS,3,100,Bangalore,Dentist,250
3429,"MBBS,DNB",16,0,Delhi,Unknown,100
3430,BAMS,13,0,Chennai,Unknown,100
3431,"MD,MBBS",41,0,Chennai,Unknown,300
3432,"MD,MBBS",8,0,Chennai,Unknown,500
3433,"MD,MBBS",19,97,Bangalore,Unknown,100
3434,BDS,22,0,Bangalore,Unknown,600
3435,BHMS,5,0,Hyderabad,Unknown,300
3436,MBBS,18,90,Mumbai,Unknown,600
3437,BHMS,13,0,Hyderabad,Unknown,300
3438,MBBS,27,88,Delhi,Unknown,800
3439,MBBS,18,92,Delhi,Unknown,800
3440,"MD,BDS,MDS",8,0,Chennai,Unknown,500
3441,Get inspired by remarkable stories of people like you,0,0,Unknown,Unknown,100
3442,BAMS,7,0,Mumbai,Unknown,500
3443,"MD,PhD",12,0,Mumbai,Unknown,100
3444,"MD,BHMS",5,0,Mumbai,Unknown,600
3445,"MD,BHMS",9,97,Delhi,Unknown,300
3446,MBBS,6,0,Delhi,Unknown,100
3447,"MD,BDS,MDS",5,0,Thiruvananthapuram,Unknown,200
3448,"MD,MBBS",10,0,Delhi,Unknown,300
3449,MD,8,0,Hyderabad,Unknown,300
3450,BDS,11,97,Chennai,Unknown,200
3451,"MD,BDS,MDS",7,0,Chennai,Unknown,100
3452,"MBBS,DDV,DNB",15,0,Delhi,Unknown,500
3453,MBBS,20,0,Bangalore,Unknown,100
3454,"MD,MBBS",34,93,Bangalore,Unknown,500
3455,"MBBS,DNB",6,0,Chennai,Unknown,500
3456,BAMS,2,0,Ernakulam,Unknown,100
3457,"MBBS,DNB",5,0,Chennai,Unknown,100
3458,"MBBS,DDVL,DDV",12,96,Chennai,Unknown,500
3459,"MD,MBBS",10,0,Coimbatore,Unknown,150
